gameid	 time	 roundNum	 condition	 nameClickedObj	 targetStatusClickedObj	 spLocsClickedObj	 lisLocsClickedObj	 alt1Name	 alt1TargetStatus	 alt1SpLocs	 alt1LisLocs	 alt2Name	 alt2TargetStatus	 alt2SpLocs	 alt2LisLocs 	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor
7547-f	1447429192466	43	colorAndSize	big_purple_yarn	target	3	3	small_red_yarn	distractor	1	1	small_red_yarn	distractor	2	2	1	1	0	purple		1447429191283	purple	False	True	False	yarn	big	purple
7547-f	1447429196480	44	sizeOnly	small_purple_coathanger	target	2	1	big_purple_coathanger	distractor	3	3	big_orange_coathanger	distractor	1	2	1	1	0	smallest		1447429195098	smallest	False	False	False	coathanger	small	purple
7547-f	1447429200907	45	filler	schoolbus	target	1	3	tire	distractor	3	1	watermelon	distractor	2	2	1	1	0	yellow		1447429199174	yellow	False	False	False	schoolbus	NA	NA
7547-f	1447429207168	46	colorAndSize	big_yellow_napkin	target	2	2	small_orange_napkin	distractor	3	1	small_orange_napkin	distractor	1	3	1	1	0	yellow		1447429204753	yellow	False	True	False	napkin	big	yellow
7547-f	1447429210725	47	sizeOnly	small_red_toothbrush	target	2	2	big_blue_toothbrush	distractor	3	1	big_red_toothbrush	distractor	1	3	1	1	0	smallest		1447429209577	smallest	False	False	False	toothbrush	small	red
7547-f	1447429217456	48	filler	bear	target	2	3	raspberry	distractor	3	1	kitten	distractor	1	2	1	1	0	brown		1447429216062	brown	False	False	False	bear	NA	NA
7547-f	1447429221659	49	filler	lobster	target	2	3	tire	distractor	3	2	elephant	distractor	1	1	1	1	0	claws		1447429219432	claws	False	False	False	lobster	NA	NA
7547-f	1447429226775	50	filler	schoolbus	target	1	1	mailbox	distractor	3	3	violin	distractor	2	2	1	1	0	yellow		1447429224458	yellow	False	False	False	schoolbus	NA	NA
7547-f	1447429234938	51	filler	fox	target	1	3	piano	distractor	3	1	sheep	distractor	2	2	1	1	0	like a dog		1447429232624	like a dog	False	False	False	fox	NA	NA
7547-f	1447429248596	52	filler	fireextinguisher	target	1	1	piano	distractor	2	3	firehydrant	distractor	3	2	1	1	0	for fires but inside home		1447429246167	for fires but inside home	False	False	False	fireextinguisher	NA	NA
7547-f	1447429256844	53	filler	toilet	target	1	3	tire	distractor	2	2	snowflake	distractor	3	1	1	1	0	restroom		1447429254941	restroom	False	False	False	toilet	NA	NA
7547-f	1447429267141	54	filler	rubberduck	target	2	1	fox	distractor	1	3	crocodile	distractor	3	2	1	1	0	the ugly .~~~~~~		1447429265334	the ugly .~~~~~~	False	False	False	rubberduck	NA	NA
7547-f	1447429271743	55	colorOnly	big_purple_billiardball	target	1	1	big_orange_billiardball	distractor	3	2	small_orange_billiardball	distractor	2	3	1	1	0	purple		1447429270795	purple	False	True	False	billiardball	big	purple
7547-f	1447429275070	56	colorOnly	small_purple_ornament	target	2	3	small_blue_ornament	distractor	1	2	big_blue_ornament	distractor	3	1	1	1	0	red		1447429273819	red	False	False	False	ornament	small	purple
7547-f	1447429279399	57	sizeOnly	big_green_guitar	target	1	3	small_green_guitar	distractor	3	1	small_blue_guitar	distractor	2	2	1	1	0	biggest		1447429278073	biggest	False	False	False	guitar	big	green
7547-f	1447429285822	58	filler	pumpkin	target	2	3	garlic	distractor	3	2	watermelon	distractor	1	1	1	1	0	halloween		1447429284156	halloween	False	False	False	pumpkin	NA	NA
7547-f	1447429289714	59	colorAndSize	big_white_phone	target	3	2	small_pink_phone	distractor	2	1	small_pink_phone	distractor	1	3	1	1	0	biggest		1447429288453	biggest	False	False	False	phone	big	white
7547-f	1447429293365	60	filler	lemon	target	1	2	penguin	distractor	2	1	watermelon	distractor	3	3	1	1	0	sour		1447429291729	sour	False	False	False	lemon	NA	NA
7547-f	1447429301468	61	filler	broccoli	target	3	1	snowflake	distractor	1	2	motorcycle	distractor	2	3	1	1	0	eat your.~~~~~~		1447429299113	eat your.~~~~~~	False	False	False	broccoli	NA	NA
7547-f	1447429305811	62	filler	bear	target	2	1	lime	distractor	3	2	carrot	distractor	1	3	2	1	1	paws	lol	1447429303804___1447429304337	paws	False	False	False	bear	NA	NA
7547-f	1447429311895	63	filler	motorcycle	target	1	1	egg	distractor	3	2	crocodile	distractor	2	3	1	1	0	ride it		1447429310469	ride it	False	False	False	motorcycle	NA	NA
7547-f	1447429318289	64	filler	zucchini	target	2	3	clarinet	distractor	1	2	fireextinguisher	distractor	3	1	1	1	0	eat it		1447429314907	eat it	False	False	False	zucchini	NA	NA
7547-f	1447429323499	65	filler	tennisball	target	1	3	dresser	distractor	2	2	firehydrant	distractor	3	1	1	1	0	sports		1447429322154	sports	False	False	False	tennisball	NA	NA
7547-f	1447429346502	66	colorOnly	small_white_weddingcake	target	3	1	big_pink_weddingcake	distractor	2	3	small_pink_weddingcake	distractor	1	2	3	2	1	smallest i believe___white	color?	1447429336871___1447429343789___1447429344713	smallest i believe	False	False	False	weddingcake	small	white
7547-f	1447429352607	67	colorOnly	big_orange_cap	target	2	3	big_blue_cap	distractor	1	1	small_blue_cap	distractor	3	2	1	1	0	yellow		1447429350695	yellow	False	False	False	cap	big	orange
7547-f	1447429363681	68	filler	lion	target	3	2	tophat	distractor	2	3	rubberduck	distractor	1	1	1	1	0	king of the jungle		1447429362276	king of the jungle	False	False	False	lion	NA	NA
7547-f	1447429376929	69	filler	strawberry	target	1	1	motorcycle	distractor	2	3	bison	distractor	3	2	3	2	1	red___eatit	edible?	1447429365892___1447429373110___1447429375520	red	False	False	False	strawberry	NA	NA
7547-f	1447429387576	70	colorOnly	small_white_teacup	target	1	3	big_pink_teacup	distractor	2	1	small_pink_teacup	distractor	3	2	3	2	1	my bad.~~~~~~___smallest white	lol	1447429382339___1447429385540___1447429386221	my bad.~~~~~~	False	False	False	teacup	small	white
7547-f	1447429395431	71	filler	ketchup	target	2	1	tophat	distractor	1	3	garbagecan	distractor	3	2	1	1	0	bottle		1447429391267	bottle	False	False	False	ketchup	NA	NA
7547-f	1447429400684	72	filler	rubberduck	target	2	2	kiwi	distractor	1	1	flamingo	distractor	3	3	1	1	0	ugly		1447429399338	ugly	False	False	False	rubberduck	NA	NA
7547-f	1447429405093	73	sizeOnly	small_purple_bracelet	target	1	3	big_green_bracelet	distractor	2	2	big_purple_bracelet	distractor	3	1	1	1	0	smallest		1447429403283	smallest	False	False	False	bracelet	small	purple
7547-f	1447429412240	74	filler	rhinoceros	target	3	1	watermelon	distractor	1	3	crocodile	distractor	2	2	1	1	0	grey		1447429410818	grey	False	False	False	rhinoceros	NA	NA
7547-f	1447429416821	75	colorAndSize	small_green_rock	target	3	2	big_purple_rock	distractor	1	1	big_purple_rock	distractor	2	3	1	1	0	green		1447429415617	green	False	True	False	rock	small	green
7547-f	1447429422712	76	sizeOnly	small_blue_book	target	3	3	big_blue_book	distractor	2	1	big_black_book	distractor	1	2	1	1	0	smallest		1447429419640	smallest	False	False	False	book	small	blue
7547-f	1447429430455	77	filler	flamingo	distractor	1	2	tennisball	distractor	3	3	teddybear	target	2	1	1	1	0	plush		1447429429366	plush	False	False	False	flamingo	NA	NA
7547-f	1447429446513	78	filler	watermelon	target	2	1	garlic	distractor	3	3	grapefruit	distractor	1	2	3	2	1	lol___green on outside	oops	1447429434027___1447429439928___1447429444285	lol	False	False	False	watermelon	NA	NA
7547-f	1447429450295	79	filler	trumpet	target	3	1	rubberduck	distractor	2	3	tennisball	distractor	1	2	1	1	0	music		1447429448976	music	False	False	False	trumpet	NA	NA
7547-f	1447429453820	80	filler	tennisball	target	3	2	snake	distractor	1	1	firetruck	distractor	2	3	1	1	0	round		1447429452501	round	False	False	False	tennisball	NA	NA
7547-f	1447429458191	81	colorAndSize	small_black_comb	target	1	1	big_blue_comb	distractor	3	2	big_blue_comb	distractor	2	3	1	1	0	smallest		1447429456028	smallest	False	False	False	comb	small	black
7547-f	1447429461947	82	filler	orange	target	3	1	bulldozer	distractor	2	3	snowflake	distractor	1	2	1	1	0	round		1447429460477	round	False	False	False	orange	NA	NA
7547-f	1447429467580	83	filler	baseball	target	3	3	hotdog	distractor	2	1	tennisball	distractor	1	2	1	1	0	hard		1447429465141	hard	False	False	False	baseball	NA	NA
7547-f	1447429487206	84	filler	horse	target	3	3	tooth	distractor	2	1	carrot	distractor	1	2	3	3	0	they turn it intoglue___glue___wears shoes		1447429476250___1447429477895___1447429485530	they turn it intoglue	False	False	False	horse	NA	NA
7547-f	1447429491472	85	filler	snake	target	2	2	lobster	distractor	1	3	garlic	distractor	3	1	1	1	0	green		1447429489991	green	False	False	False	snake	NA	NA
7547-f	1447429495824	86	colorAndSize	small_black_turtle	target	3	2	big_brown_turtle	distractor	2	3	big_brown_turtle	distractor	1	1	1	1	0	smallest		1447429494144	smallest	False	False	False	turtle	small	black
7547-f	1447429500785	87	filler	motorcycle	target	3	1	smokedetector	distractor	1	2	ketchup	distractor	2	3	1	1	0	ride it		1447429499279	ride it	False	False	False	motorcycle	NA	NA
7547-f	1447429506125	88	filler	bison	target	2	2	horse	distractor	3	1	television	distractor	1	3	1	1	0	horned		1447429504734	horned	False	False	False	bison	NA	NA
7547-f	1447429513633	89	filler	lion	target	2	2	iguana	distractor	3	3	sheep	distractor	1	1	1	1	0	very dangerous		1447429511908	very dangerous	False	False	False	lion	NA	NA
7547-f	1447429518590	90	filler	firetruck	target	3	2	chick	distractor	1	3	basketball	distractor	2	1	1	1	0	emergency		1447429517043	emergency	False	False	False	firetruck	NA	NA
7547-f	1447429526129	91	filler	coconut	target	2	1	flamingo	distractor	1	2	dresser	distractor	3	3	1	1	0	has milk in it		1447429524576	has milk in it	False	False	False	coconut	NA	NA
7547-f	1447429532773	92	sizeOnly	small_green_chair	target	3	3	big_red_chair	distractor	2	1	big_green_chair	distractor	1	2	1	1	0	smallest		1447429531076	smallest	False	False	False	chair	small	green
7547-f	1447429539749	93	filler	artichoke	target	2	1	mailbox	distractor	1	3	schoolbus	distractor	3	2	1	1	0	edible		1447429538450	edible	False	False	False	artichoke	NA	NA
7547-f	1447429543648	94	colorAndSize	small_red_bucket	target	1	3	big_pink_bucket	distractor	2	1	big_pink_bucket	distractor	3	2	1	1	0	red		1447429542231	red	False	True	False	bucket	small	red
7547-f	1447429547623	95	colorAndSize	big_green_framee	target	3	3	small_pink_framee	distractor	2	1	small_pink_framee	distractor	1	2	1	1	0	biggest		1447429546442	biggest	False	False	False	framee	big	green
7547-f	1447429552366	96	colorOnly	small_black_belt	target	3	2	small_brown_belt	distractor	1	3	big_brown_belt	distractor	2	1	1	1	0	black		1447429551051	black	False	True	False	belt	small	black
7547-f	1447429557085	97	colorAndSize	small_purple_flower	target	3	3	big_red_flower	distractor	2	2	big_red_flower	distractor	1	1	1	1	0	small		1447429556103	small	True	False	False	flower	small	purple
7547-f	1447429561426	98	filler	iguana	target	1	2	clarinet	distractor	3	1	feather	distractor	2	3	1	1	0	green		1447429560199	green	False	False	False	iguana	NA	NA
7547-f	1447429565010	99	colorOnly	small_blue_tack	target	3	1	small_red_tack	distractor	2	2	big_red_tack	distractor	1	3	1	1	0	blue		1447429563946	blue	False	True	False	tack	small	blue
7547-f	1447429572789	100	filler	grapefruit	target	1	1	baseball	distractor	2	2	feather	distractor	3	3	1	1	0	ruby		1447429569783	ruby	False	False	False	grapefruit	NA	NA
7547-f	1447429578280	101	colorOnly	big_pink_balloon	target	3	2	big_yellow_balloon	distractor	1	3	small_yellow_balloon	distractor	2	1	1	1	0	purple		1447429577049	purple	False	False	False	balloon	big	pink
7547-f	1447429583199	102	filler	tophat	target	3	1	firetruck	distractor	1	2	lemon	distractor	2	3	1	1	0	magician		1447429581988	magician	False	False	False	tophat	NA	NA
7547-f	1447429589332	103	filler	car	target	1	2	lime	distractor	2	3	tooth	distractor	3	1	1	1	0	drive it		1447429587855	drive it	False	False	False	car	NA	NA
7547-f	1447429593008	104	colorOnly	big_red_pepper	target	2	3	big_green_pepper	distractor	1	1	small_green_pepper	distractor	3	2	1	1	0	red		1447429591444	red	False	True	False	pepper	big	red
7547-f	1447429601331	105	filler	sheep	target	2	2	egg	distractor	3	1	hotdog	distractor	1	3	1	1	0	wooly		1447429600110	wooly	False	False	False	sheep	NA	NA
7547-f	1447429605702	106	filler	clarinet	target	2	1	garbagecan	distractor	1	3	zucchini	distractor	3	2	1	1	0	music		1447429604188	music	False	False	False	clarinet	NA	NA
7547-f	1447429613441	107	filler	rhinoceros	target	2	3	banana	distractor	3	2	fireextinguisher	distractor	1	1	1	1	0	big		1447429611666	big	False	False	False	rhinoceros	NA	NA
7547-f	1447429618574	108	colorOnly	big_white_shoe	target	3	2	big_yellow_shoe	distractor	2	3	small_yellow_shoe	distractor	1	1	2	1	1	white	nice job	1447429615778___1447429617237	white	False	True	False	shoe	big	white
9311-a	1447429702063	1	colorAndSize	big_orange_cap	target	3	1	small_blue_cap	distractor	1	2	small_blue_cap	distractor	2	3	1	1	0	yellow hat		1447429700290	yellow hat	False	False	False	cap	big	orange
9311-a	1447429708273	2	filler	rhinoceros	target	2	1	grapefruit	distractor	1	2	polarbear	distractor	3	3	1	1	0	rhino		1447429706631	rhino	False	False	False	rhinoceros	NA	NA
9311-a	1447429715336	3	sizeOnly	big_blue_folder	target	3	3	small_blue_folder	distractor	1	1	small_green_folder	distractor	2	2	1	1	0	big blue folder		1447429713351	big blue folder	True	True	True	folder	big	blue
9311-a	1447429721671	4	filler	egg	target	1	2	kiwi	distractor	3	3	chick	distractor	2	1	1	1	0	egg		1447429720344	egg	False	False	True	egg	NA	NA
9311-a	1447429725631	5	filler	egg	target	2	2	polarbear	distractor	1	3	bison	distractor	3	1	1	1	0	egg		1447429724470	egg	False	False	True	egg	NA	NA
9311-a	1447429730896	6	filler	piano	target	3	3	television	distractor	2	2	garlic	distractor	1	1	1	1	0	piano		1447429729490	piano	False	False	True	piano	NA	NA
9311-a	1447429735904	7	filler	schoolbus	target	2	3	broccoli	distractor	1	1	pumpkin	distractor	3	2	1	1	0	bus		1447429734337	bus	False	False	False	schoolbus	NA	NA
9311-a	1447429744631	8	filler	garbagecan	target	1	1	mailbox	distractor	2	3	toilet	distractor	3	2	1	1	0	trash can		1447429742744	trash can	False	False	False	garbagecan	NA	NA
9311-a	1447429757562	9	filler	broccoli	target	1	1	iguana	distractor	3	3	artichoke	distractor	2	2	1	1	0	broccoli		1447429754385	broccoli	False	False	True	broccoli	NA	NA
9311-a	1447429763934	10	colorAndSize	small_purple_bike	target	2	2	big_red_bike	distractor	3	1	big_red_bike	distractor	1	3	1	1	0	purple		1447429762050	purple	False	True	False	bike	small	purple
9311-a	1447429772672	11	filler	artichoke	target	3	1	carrot	distractor	1	2	lemon	distractor	2	3	1	1	0	green		1447429771112	green	False	False	False	artichoke	NA	NA
9311-a	1447429776648	12	filler	rubberduck	target	2	1	grapefruit	distractor	3	2	eggplant	distractor	1	3	1	1	0	duck		1447429775030	duck	False	False	False	rubberduck	NA	NA
9311-a	1447429782103	13	filler	motorcycle	target	2	3	santahat	distractor	1	1	polarbear	distractor	3	2	1	1	0	bike		1447429780203	bike	False	False	False	motorcycle	NA	NA
9311-a	1447429787758	14	filler	strawberry	target	1	1	smokedetector	distractor	2	3	schoolbus	distractor	3	2	1	1	0	strawberry		1447429785982	strawberry	False	False	True	strawberry	NA	NA
9311-a	1447429792033	15	filler	cherries	target	3	2	kitten	distractor	1	3	kiwi	distractor	2	1	1	1	0	cherries		1447429790457	cherries	False	False	True	cherries	NA	NA
9311-a	1447429801118	16	colorOnly	small_pink_bucket	target	1	1	big_red_bucket	distractor	3	3	small_red_bucket	distractor	2	2	2	1	1	purple	so good so far	1447429794563___1447429800101	purple	False	False	False	bucket	small	pink
9311-a	1447429807793	17	filler	baseball	target	1	3	ketchup	distractor	2	1	basketball	distractor	3	2	1	1	0	baseball		1447429805110	baseball	False	False	True	baseball	NA	NA
9311-a	1447429811306	18	colorOnly	big_pink_teacup	target	1	3	big_white_teacup	distractor	2	2	small_white_teacup	distractor	3	1	1	1	0	pink		1447429810070	pink	False	True	False	teacup	big	pink
9311-a	1447429815641	19	filler	firetruck	target	1	1	artichoke	distractor	3	3	fox	distractor	2	2	1	1	0	firetruck		1447429814303	firetruck	False	False	True	firetruck	NA	NA
9311-a	1447429821344	20	filler	football	target	1	3	television	distractor	2	1	cherries	distractor	3	2	1	1	0	football		1447429819891	football	False	False	True	football	NA	NA
9311-a	1447429825959	21	colorOnly	small_black_belt	target	2	3	big_brown_belt	distractor	1	1	small_brown_belt	distractor	3	2	1	1	0	black		1447429824230	black	False	True	False	belt	small	black
9311-a	1447429831879	22	filler	raspberry	target	3	1	motorcycle	distractor	2	3	santahat	distractor	1	2	1	1	0	raspberry		1447429830264	raspberry	False	False	True	raspberry	NA	NA
9311-a	1447429834559	23	filler	santahat	target	2	1	sheep	distractor	1	3	carrot	distractor	3	2	1	1	0	hat		1447429833617	hat	False	False	False	santahat	NA	NA
9311-a	1447429838959	24	filler	polarbear	target	3	2	cactus	distractor	2	1	lime	distractor	1	3	1	1	0	bear		1447429837223	bear	False	False	False	polarbear	NA	NA
9311-a	1447429842464	25	filler	television	target	1	1	clarinet	distractor	3	2	rubberduck	distractor	2	3	1	1	0	tv		1447429841184	tv	False	False	False	television	NA	NA
9311-a	1447429848047	26	sizeOnly	big_blue_butterfly	target	3	1	small_blue_butterfly	distractor	1	2	small_purple_butterfly	distractor	2	3	1	1	0	big blue one		1447429846070	big blue one	True	True	False	butterfly	big	blue
9311-a	1447429852470	27	filler	bison	target	2	2	tennisball	distractor	1	3	tire	distractor	3	1	1	1	0	bison		1447429850537	bison	False	False	True	bison	NA	NA
9311-a	1447429855792	28	filler	cactus	target	1	1	tomato	distractor	2	3	snake	distractor	3	2	1	1	0	cactus		1447429854509	cactus	False	False	True	cactus	NA	NA
9311-a	1447429859880	29	filler	garlic	target	3	2	dresser	distractor	1	1	firetruck	distractor	2	3	1	1	0	garlic		1447429858357	garlic	False	False	True	garlic	NA	NA
9311-a	1447429863270	30	filler	tennisball	target	1	2	bulldozer	distractor	3	1	feather	distractor	2	3	1	1	0	ball		1447429862264	ball	False	False	False	tennisball	NA	NA
9311-a	1447429867053	31	colorAndSize	big_black_avocado	target	1	2	small_green_avocado	distractor	3	3	small_green_avocado	distractor	2	1	1	1	0	black		1447429865357	black	False	True	False	avocado	big	black
9311-a	1447429871433	32	filler	artichoke	target	1	2	camera	distractor	3	3	polarbear	distractor	2	1	1	1	0	green		1447429869630	green	False	False	False	artichoke	NA	NA
9311-a	1447429876118	33	sizeOnly	big_purple_ornament	target	3	3	small_purple_ornament	distractor	1	1	small_blue_ornament	distractor	2	2	1	1	0	big purple		1447429874537	big purple	True	True	False	ornament	big	purple
9311-a	1447429879768	34	colorOnly	big_orange_cushion	target	1	3	small_blue_cushion	distractor	3	2	big_blue_cushion	distractor	2	1	1	1	0	orange		1447429878324	orange	False	True	False	cushion	big	orange
9311-a	1447429883215	35	filler	kiwi	target	3	2	chick	distractor	2	3	firetruck	distractor	1	1	1	1	0	kiwi		1447429881937	kiwi	False	False	True	kiwi	NA	NA
9311-a	1447429887661	36	filler	flamingo	target	3	3	lime	distractor	1	2	pumpkin	distractor	2	1	1	1	0	flamingo		1447429885990	flamingo	False	False	True	flamingo	NA	NA
9311-a	1447429890913	37	colorOnly	small_red_stapler	target	3	1	big_purple_stapler	distractor	1	3	small_purple_stapler	distractor	2	2	1	1	0	red		1447429889417	red	False	True	False	stapler	small	red
9311-a	1447429908721	38	filler	orange	target	3	3	pumpkin	distractor	2	1	cherries	distractor	1	2	3	2	1	orange___the orange	as in the orange fruit.~~~~~~~~~got it 	1447429893691___1447429898823___1447429908099	orange	False	False	True	orange	NA	NA
9311-a	1447429914124	39	filler	tooth	target	1	3	toilet	distractor	2	2	kitten	distractor	3	1	1	1	0	tooth		1447429912159	tooth	False	False	True	tooth	NA	NA
9311-a	1447429920832	40	filler	clarinet	target	3	3	bulldozer	distractor	1	1	horse	distractor	2	2	1	1	0	instrument		1447429919305	instrument	False	False	False	clarinet	NA	NA
9311-a	1447429924712	41	filler	lion	target	3	2	toilet	distractor	2	1	fox	distractor	1	3	1	1	0	lion		1447429922952	lion	False	False	True	lion	NA	NA
9311-a	1447429929892	42	sizeOnly	big_white_shoe	target	1	2	small_yellow_shoe	distractor	3	3	small_white_shoe	distractor	2	1	1	1	0	big white one		1447429927878	big white one	True	True	False	shoe	big	white
9311-a	1447429933600	43	colorOnly	big_orange_billiardball	target	1	3	big_purple_billiardball	distractor	2	2	small_purple_billiardball	distractor	3	1	1	1	0	orange		1447429931865	orange	False	True	False	billiardball	big	orange
9311-a	1447429937892	44	colorAndSize	small_blue_tack	target	3	3	big_red_tack	distractor	1	2	big_red_tack	distractor	2	1	1	1	0	blue		1447429935265	blue	False	True	False	tack	small	blue
9311-a	1447429942132	45	filler	penguin	target	3	1	elephant	distractor	2	2	violin	distractor	1	3	1	1	0	penguin		1447429940618	penguin	False	False	True	penguin	NA	NA
9311-a	1447429945415	46	filler	garlic	target	2	2	lion	distractor	3	1	sheep	distractor	1	3	1	1	0	garlic		1447429944158	garlic	False	False	True	garlic	NA	NA
9311-a	1447429949570	47	filler	tennisball	target	2	3	orange	distractor	3	1	sheep	distractor	1	2	1	1	0	ball		1447429947831	ball	False	False	False	tennisball	NA	NA
9311-a	1447429952673	48	filler	lime	target	2	3	baseball	distractor	1	2	schoolbus	distractor	3	1	1	1	0	lime		1447429951358	lime	False	False	True	lime	NA	NA
9311-a	1447429955970	49	filler	santahat	target	1	1	smokedetector	distractor	3	2	bear	distractor	2	3	1	1	0	hat		1447429954532	hat	False	False	False	santahat	NA	NA
9311-a	1447429959558	50	filler	bison	target	1	3	tooth	distractor	3	2	rhinoceros	distractor	2	1	1	1	0	bison		1447429957805	bison	False	False	True	bison	NA	NA
9311-a	1447429964341	51	sizeOnly	big_blue_rug	target	2	3	small_blue_rug	distractor	1	2	small_purple_rug	distractor	3	1	1	1	0	big blue one		1447429963219	big blue one	True	True	False	rug	big	blue
9311-a	1447429968405	52	filler	teddybear	target	1	3	chick	distractor	2	2	dresser	distractor	3	1	1	1	0	bear		1447429966298	bear	False	False	False	teddybear	NA	NA
9311-a	1447429972261	53	filler	toilet	target	3	1	horse	distractor	1	2	bulldozer	distractor	2	3	1	1	0	toilet		1447429970985	toilet	False	False	True	toilet	NA	NA
9311-a	1447429975796	54	colorAndSize	small_blue_book	target	1	3	big_black_book	distractor	2	1	big_black_book	distractor	3	2	1	1	0	blue		1447429973858	blue	False	True	False	book	small	blue
9311-a	1447429981798	55	filler	zucchini	target	3	2	cactus	distractor	2	1	clarinet	distractor	1	3	1	1	0	cucumber		1447429979025	cucumber	False	False	False	zucchini	NA	NA
9311-a	1447429986166	56	filler	toilet	target	3	3	egg	distractor	2	1	santahat	distractor	1	2	1	1	0	toilet		1447429984131	toilet	False	False	True	toilet	NA	NA
9311-a	1447429992909	57	sizeOnly	small_blue_toothbrush	target	3	1	big_blue_toothbrush	distractor	2	2	big_red_toothbrush	distractor	1	3	1	1	0	little blue one		1447429990743	little blue one	False	True	False	toothbrush	small	blue
9311-a	1447429997549	58	sizeOnly	big_pink_phone	target	2	1	small_pink_phone	distractor	3	3	small_white_phone	distractor	1	2	1	1	0	big pink		1447429995951	big pink	True	True	False	phone	big	pink
9311-a	1447430001357	59	filler	violin	target	2	1	clarinet	distractor	1	2	tennisball	distractor	3	3	1	1	0	violin		1447429999797	violin	False	False	True	violin	NA	NA
9311-a	1447430005069	60	filler	tomato	target	1	1	lemon	distractor	3	2	tophat	distractor	2	3	1	1	0	tomato		1447430003644	tomato	False	False	True	tomato	NA	NA
9311-a	1447430009597	61	colorAndSize	big_purple_bracelet	target	1	2	small_green_bracelet	distractor	3	1	small_green_bracelet	distractor	2	3	1	1	0	purple		1447430008050	purple	False	True	False	bracelet	big	purple
9311-a	1447430013590	62	colorAndSize	small_white_weddingcake	target	3	1	big_pink_weddingcake	distractor	1	3	big_pink_weddingcake	distractor	2	2	1	1	0	white		1447430012417	white	False	True	False	weddingcake	small	white
9311-a	1447430018445	63	sizeOnly	small_black_turtle	target	3	1	big_black_turtle	distractor	2	3	big_brown_turtle	distractor	1	2	1	1	0	little one		1447430016546	little one	False	False	False	turtle	small	black
9311-a	1447430023052	64	colorOnly	small_yellow_balloon	target	3	3	small_pink_balloon	distractor	2	1	big_pink_balloon	distractor	1	2	1	1	0	yellow		1447430021491	yellow	False	True	False	balloon	small	yellow
9311-a	1447430028195	65	sizeOnly	small_red_pepper	target	2	2	big_green_pepper	distractor	3	1	big_red_pepper	distractor	1	3	1	1	0	little red		1447430026457	little red	False	True	False	pepper	small	red
9311-a	1447430035260	66	filler	clarinet	target	1	2	piano	distractor	3	1	hotdog	distractor	2	3	1	1	0	clarinet		1447430033405	clarinet	False	False	True	clarinet	NA	NA
9311-a	1447430039293	67	filler	feather	target	2	2	hotdog	distractor	1	1	ketchup	distractor	3	3	1	1	0	feather		1447430037425	feather	False	False	True	feather	NA	NA
9311-a	1447430042261	68	filler	bear	target	1	1	camera	distractor	3	2	bison	distractor	2	3	1	1	0	bear		1447430041453	bear	False	False	True	bear	NA	NA
9311-a	1447430046380	69	filler	artichoke	target	1	1	horse	distractor	3	3	tennisball	distractor	2	2	1	1	0	green		1447430045059	green	False	False	False	artichoke	NA	NA
9311-a	1447430049903	70	colorAndSize	big_green_framee	target	3	2	small_pink_framee	distractor	2	1	small_pink_framee	distractor	1	3	1	1	0	green		1447430048891	green	False	True	False	framee	big	green
9311-a	1447430053656	71	filler	elephant	target	3	2	camera	distractor	2	3	firetruck	distractor	1	1	1	1	0	elephant		1447430052572	elephant	False	False	True	elephant	NA	NA
9311-a	1447430058301	72	filler	lobster	target	1	2	santahat	distractor	3	3	lion	distractor	2	1	1	1	0	lobster		1447430057191	lobster	False	False	True	lobster	NA	NA
9311-a	1447430061691	73	colorOnly	big_red_chair	target	2	2	big_green_chair	distractor	1	3	small_green_chair	distractor	3	1	1	1	0	red		1447430060705	red	False	True	False	chair	big	red
9311-a	1447430066563	74	filler	eggplant	target	2	3	tennisball	distractor	1	2	trumpet	distractor	3	1	1	1	0	eggplant		1447430065177	eggplant	False	False	True	eggplant	NA	NA
9311-a	1447430071422	75	filler	zucchini	target	1	2	violin	distractor	3	1	cherries	distractor	2	3	1	1	0	zucchini		1447430070238	zucchini	False	False	True	zucchini	NA	NA
9311-a	1447430075019	76	filler	banana	target	3	2	lion	distractor	2	3	tire	distractor	1	1	1	1	0	banana		1447430074032	banana	False	False	True	banana	NA	NA
9311-a	1447430078646	77	filler	tooth	target	2	2	coconut	distractor	3	3	crocodile	distractor	1	1	1	1	0	tooth		1447430076750	tooth	False	False	True	tooth	NA	NA
9311-a	1447430082259	78	filler	artichoke	target	2	3	fireextinguisher	distractor	3	1	rubberduck	distractor	1	2	1	1	0	green		1447430080536	green	False	False	False	artichoke	NA	NA
9311-a	1447430090564	79	colorOnly	big_black_comb	target	3	2	big_blue_comb	distractor	2	1	small_blue_comb	distractor	1	3	1	1	0	black		1447430085683	black	False	True	False	comb	big	black
9311-a	1447430096634	80	filler	lobster	target	2	3	violin	distractor	1	2	kitten	distractor	3	1	1	1	0	lobster		1447430095145	lobster	False	False	True	lobster	NA	NA
9311-a	1447430099797	81	colorOnly	small_orange_coathanger	target	3	1	big_purple_coathanger	distractor	1	3	small_purple_coathanger	distractor	2	2	1	1	0	orange		1447430098738	orange	False	True	False	coathanger	small	orange
